time,temperature_2m (°C),relative_humidity,cloudcover,windspeed_10m,pressure_msl,shortwave_radiation (W/m²),direct_radiation,diffuse_radiaton,Cell_Temp (°C),Solar_Power (kW),
2026-02-11T17:00,27.1,34,16,14.4,1012.3,286,199,80,36.0375,0.2733731,
2026-02-11T18:00,24.9,42,63,12.1,1013,62,33,29,26.8375,0.0615443,
2026-02-11T19:00,23.3,49,91,10.7,1014.1,0,0,0,23.3,0,
2026-02-11T20:00,22.5,52,99,7.5,1015,0,0,0,22.5,0,
2026-02-11T21:00,22.3,55,100,8.6,1015.8,0,0,0,22.3,0,
2026-02-11T22:00,21.4,63,52,5.6,1016,0,0,0,21.4,0,
2026-02-11T23:00,20.9,77,45,6.2,1015.9,0,0,0,20.9,0,
2026-02-12T00:00,20.8,77,16,8.6,1015.3,0,0,0,20.8,0,
2026-02-12T01:00,20.1,78,47,8.5,1015.1,0,0,0,20.1,0,
2026-02-12T02:00,19.7,80,95,6.8,1014.8,0,0,0,19.7,0,
2026-02-12T03:00,19.5,82,24,5.9,1014.4,0,0,0,19.5,0,
2026-02-12T04:00,19.1,84,9,5.8,1014.5,0,0,0,19.1,0,
2026-02-12T05:00,18.8,91,14,8.1,1014.7,0,0,0,18.8,0,
2026-02-12T06:00,18.5,89,0,9.4,1015.2,0,0,0,18.5,0,
2026-02-12T07:00,19.1,82,0,10,1015.9,52,22,22,20.725,0.0528892,
2026-02-12T08:00,21.8,64,47,11.1,1015.9,277,186,70,30.45625,0.270954475,
2026-02-12T09:00,23.6,51,41,11.1,1015.8,529,402,96,40.13125,0.496982275,
2026-02-12T10:00,25.2,42,1,9.9,1015.5,742,609,106,48.3875,0.6725859,
2026-02-12T11:00,27.3,38,5,11.6,1015,895,754,115,55.26875,0.786637875,
2026-02-12T12:00,28.2,35,15,8.7,1013.7,976,723,176,58.7,0.8444352,
2026-02-12T13:00,28.9,33,13,6.5,1012.7,962,766,156,58.9625,0.8313123,
2026-02-12T14:00,29.3,30,15,5.2,1011.1,885,611,207,56.95625,0.771874875,
2026-02-12T15:00,29.4,28,9,7.4,1010.3,743,503,160,52.61875,0.660917075,
2026-02-12T16:00,29.1,30,20,10.2,1010,541,437,93,46.00625,0.495542475,
2026-02-12T17:00,28.1,33,2,14.5,1010.6,294,212,75,37.2875,0.2795499,
2026-02-12T18:00,26,36,6,8.9,1011.2,65,36,26,28.03125,0.064211875,
2026-02-12T19:00,24.1,44,2,10.7,1012.1,0,0,0,24.1,0,
2026-02-12T20:00,23.5,52,2,7.7,1012.8,0,0,0,23.5,0,
2026-02-12T21:00,23.2,58,59,9,1013.7,0,0,0,23.2,0,
2026-02-12T22:00,22.9,65,47,8.9,1014.2,0,0,0,22.9,0,
2026-02-12T23:00,22.3,72,35,8.5,1014.4,0,0,0,22.3,0,
2026-02-13T00:00,22,75,12,8,1013.8,0,0,0,22,0,
2026-02-13T01:00,21.9,78,53,6.5,1013,0,0,0,21.9,0,
2026-02-13T02:00,21.6,82,1,3.1,1012.5,0,0,0,21.6,0,
2026-02-13T03:00,21.4,84,34,0.7,1012.2,0,0,0,21.4,0,
2026-02-13T04:00,21.2,86,18,1.1,1012.5,0,0,0,21.2,0,
2026-02-13T05:00,20.9,87,71,4.5,1012.9,0,0,0,20.9,0,
2026-02-13T06:00,21,86,8,5.1,1013.6,0,0,0,21,0,
2026-02-13T07:00,21.7,81,4,8,1014.5,42,21,22,23.0125,0.0423339,
2026-02-13T08:00,23.9,70,1,8.5,1015,241,165,77,31.43125,0.234800275,
2026-02-13T09:00,25.2,57,26,8.7,1015.1,419,354,114,38.29375,0.396719675,
2026-02-13T10:00,26.5,47,11,12.1,1014.5,632,576,113,46.25,0.57828,
2026-02-13T11:00,27.7,43,66,16.2,1014,797,666,133,52.60625,0.708991275,
2026-02-13T12:00,29.1,39,63,16.1,1012.7,909,668,153,57.50625,0.790807275,
2026-02-13T13:00,29.7,36,47,16.7,1011.3,862,726,145,56.6375,0.7529139,
2026-02-13T14:00,30.2,34,27,16.7,1010.1,776,727,124,54.45,0.6845872,
2026-02-13T15:00,30.3,35,82,16.2,1009.2,630,581,123,49.9875,0.5670315,
2026-02-13T16:00,29.8,35,91,15.7,1009,508,396,112,45.675,0.4659884,
2026-02-13T17:00,29.1,37,16,14.5,1009.5,279,174,75,37.81875,0.264694275,
2026-02-13T18:00,27.1,40,22,13.3,1010,57,26,26,28.88125,0.056115075,
2026-02-13T19:00,25.3,49,13,12.1,1011,0,0,0,25.3,0,
2026-02-13T20:00,24.6,55,11,11.4,1012,0,0,0,24.6,0,
2026-02-13T21:00,23.8,71,19,11.5,1013,0,0,0,23.8,0,
2026-02-13T22:00,23.5,78,36,9.8,1013.4,0,0,0,23.5,0,
2026-02-13T23:00,23.4,81,100,6.8,1013.4,0,0,0,23.4,0,
2026-02-14T00:00,23.1,81,98,6.3,1012.9,0,0,0,23.1,0,
2026-02-14T01:00,22.5,83,92,5.9,1012.3,0,0,0,22.5,0,
2026-02-14T02:00,22.1,87,1,4.6,1011.7,0,0,0,22.1,0,
2026-02-14T03:00,21.5,92,0,3.8,1011.5,0,0,0,21.5,0,
2026-02-14T04:00,20.9,95,9,4.1,1011.8,0,0,0,20.9,0,
2026-02-14T05:00,20.6,93,16,6.2,1012.5,0,0,0,20.6,0,
2026-02-14T06:00,20.1,89,9,8.1,1013.2,0,0,0,20.1,0,
2026-02-14T07:00,20.7,83,9,10.1,1014.2,46,20,21,22.1375,0.0465267,
2026-02-14T08:00,22.7,72,13,9.3,1014.6,244,154,80,30.325,0.2388028,
2026-02-14T09:00,24.4,59,62,9.2,1014.9,483,370,109,39.49375,0.454998075,
2026-02-14T10:00,26.1,46,93,11.2,1014.4,690,568,122,47.6625,0.6274515,
2026-02-14T11:00,27.5,40,89,15.1,1013.7,852,718,136,54.125,0.752742,
2026-02-14T12:00,28.8,33,100,15.1,1012.4,952,775,129,58.55,0.8242416,
2026-02-14T13:00,29.7,31,97,14.2,1010.9,957,316,321,59.60625,0.824527275,
2026-02-14T14:00,30.1,30,100,15.4,1009.4,877,411,245,57.50625,0.762968075,
2026-02-14T15:00,30.2,30,99,15.3,1008.7,726,364,195,52.8875,0.6450147,
2026-02-14T16:00,29.5,34,99,19.2,1008.9,510,193,176,45.4375,0.4683075,
2026-02-14T17:00,28.8,34,96,16.2,1009.8,269,107,100,37.20625,0.255866075,
2026-02-14T18:00,26.8,45,99,17.3,1010.7,61,20,27,28.70625,0.060095675,
2026-02-14T19:00,25,50,100,11.9,1012,0,0,0,25,0,
2026-02-14T20:00,24.4,53,100,8.1,1012.8,0,0,0,24.4,0,
2026-02-14T21:00,24,57,100,5.3,1013.5,0,0,0,24,0,
2026-02-14T22:00,23,61,96,4.5,1013.5,0,0,0,23,0,
2026-02-14T23:00,22.6,65,43,3.8,1013.5,0,0,0,22.6,0,
2026-02-15T00:00,22.1,66,7,3,1013.1,0,0,0,22.1,0,
2026-02-15T01:00,21.8,69,85,3.7,1012.6,0,0,0,21.8,0,
2026-02-15T02:00,21.5,72,84,3.5,1011.8,0,0,0,21.5,0,
2026-02-15T03:00,20.8,75,23,3.7,1011.6,0,0,0,20.8,0,
2026-02-15T04:00,19.9,79,19,3.2,1011.8,0,0,0,19.9,0,
2026-02-15T05:00,19.7,82,63,4.3,1012.3,0,0,0,19.7,0,
2026-02-15T06:00,19.5,83,88,3.3,1013.3,0,0,0,19.5,0,
2026-02-15T07:00,20.6,77,59,2.7,1014,53,26,21,22.25625,0.053581675,
2026-02-15T08:00,24.3,63,14,2.3,1014.6,277,188,70,32.95625,0.268184475,
2026-02-15T09:00,26.3,50,38,4,1014.9,524,380,108,42.675,0.4869532,
2026-02-15T10:00,27.6,34,78,6.7,1014.4,730,527,150,50.4125,0.6557955,
2026-02-15T11:00,29.1,31,88,10.2,1014,872,585,212,56.35,0.7626512,
2026-02-15T12:00,30.2,30,91,10.7,1012.8,959,135,356,60.16875,0.824092675,
2026-02-15T13:00,30.9,30,100,9.9,1011.7,970,138,374,61.2125,0.8294955,
2026-02-15T14:00,31.1,31,100,8,1010.2,897,179,349,59.13125,0.774537075,
2026-02-15T15:00,30.8,30,100,6.8,1009.2,749,179,295,54.20625,0.661498075,
2026-02-15T16:00,30.3,29,9,8.6,1008.7,540,189,203,47.175,0.492102,
2026-02-15T17:00,29.1,31,1,12.2,1009.2,293,189,81,38.25625,0.277463675,
2026-02-15T18:00,27.1,37,15,12.2,1010,64,37,27,29.1,0.0629504,
2026-02-15T19:00,25.5,43,100,12.6,1011.1,0,0,0,25.5,0,
2026-02-15T20:00,24.3,48,100,11.6,1012.2,0,0,0,24.3,0,
2026-02-15T21:00,23.3,70,100,10.5,1013.3,0,0,0,23.3,0,
2026-02-15T22:00,22.5,72,100,3.9,1013.5,0,0,0,22.5,0,
2026-02-15T23:00,22.4,72,100,1.3,1013.7,0,0,0,22.4,0,
2026-02-16T00:00,22.1,72,100,1.1,1013.2,0,0,0,22.1,0,
2026-02-16T01:00,21.7,75,100,1.3,1012.4,0,0,0,21.7,0,
2026-02-16T02:00,21.2,78,100,2.7,1011.8,0,0,0,21.2,0,
2026-02-16T03:00,20.6,74,100,4.8,1011.3,0,0,0,20.6,0,
2026-02-16T04:00,20.3,69,100,4.8,1011.3,0,0,0,20.3,0,
2026-02-16T05:00,20.3,66,100,5.9,1012.2,0,0,0,20.3,0,
2026-02-16T06:00,20.8,62,100,6.3,1012.8,0,0,0,20.8,0,
2026-02-16T07:00,21.5,58,100,4.5,1013.4,46,4,28,22.9375,0.0463795,
2026-02-16T08:00,24,49,97,3.5,1013.9,227,111,101,31.09375,0.221466875,
2026-02-16T09:00,25.5,39,70,7,1014.1,443,323,137,39.34375,0.417582875,
2026-02-16T10:00,27.1,31,94,12.2,1013.5,688,577,125,48.6,0.6230528,
2026-02-16T11:00,28.6,30,100,15,1013,884,741,122,56.225,0.7735884,
2026-02-16T12:00,29.5,30,100,15.5,1011.5,970,784,146,59.8125,0.8349275,
2026-02-16T13:00,30.1,30,94,15,1010,952,774,160,59.85,0.8192912,
2026-02-16T14:00,30.5,28,16,14.9,1008.5,875,707,153,57.84375,0.760046875,
2026-02-16T15:00,30.5,27,5,15.3,1007.7,723,601,122,53.09375,0.641752875,
2026-02-16T16:00,29.9,28,5,16.6,1007.6,514,424,99,45.9625,0.4709011,
2026-02-16T17:00,29.2,30,100,16.3,1008.3,283,195,81,38.04375,0.268234475,
2026-02-16T18:00,27.2,33,78,13.3,1009.1,64,28,33,29.2,0.0629248,
2026-02-16T19:00,25.5,37,58,13.3,1009.9,0,0,0,25.5,0,
2026-02-16T20:00,24.3,42,0,11.9,1010.7,0,0,0,24.3,0,
2026-02-16T21:00,23.5,48,0,11.9,1011.6,0,0,0,23.5,0,
2026-02-16T22:00,22.4,62,6,9.9,1012.3,0,0,0,22.4,0,
2026-02-16T23:00,22.2,65,21,6.2,1012.2,0,0,0,22.2,0,
2026-02-17T00:00,21.8,65,2,3.9,1011.5,0,0,0,21.8,0,
2026-02-17T01:00,20.8,65,20,3.5,1011.2,0,0,0,20.8,0,
2026-02-17T02:00,20,67,2,3.2,1010.3,0,0,0,20,0,
2026-02-17T03:00,19.6,70,0,2.7,1010,0,0,0,19.6,0,
2026-02-17T04:00,19.5,73,0,2.2,1010.2,0,0,0,19.5,0,
2026-02-17T05:00,19.3,73,0,3.4,1011.5,0,0,0,19.3,0,
2026-02-17T06:00,19,75,0,3.6,1012.4,0,0,0,19,0,
2026-02-17T07:00,19,67,0,5.7,1013.1,55,28,22,20.71875,0.055941875,
2026-02-17T08:00,22.2,51,5,6.2,1013.4,282,195,70,31.0125,0.2752179,
2026-02-17T09:00,24.1,39,17,6.4,1013.6,532,420,92,40.725,0.4985372,
2026-02-17T10:00,25.7,28,68,6.3,1013.2,743,623,103,48.91875,0.671913475,
2026-02-17T11:00,28,24,0,10.3,1012.8,883,765,114,55.59375,0.774942875,
2026-02-17T12:00,29.1,23,0,11.1,1011.4,964,843,116,59.225,0.8320284,
2026-02-17T13:00,29.8,25,2,10.3,1010.2,982,841,118,60.4875,0.8426051,
2026-02-17T14:00,30,25,2,9.2,1009,893,766,117,57.90625,0.775458875,
2026-02-17T15:00,29.8,26,8,9.3,1008.4,727,621,112,52.51875,0.646975475,
2026-02-17T16:00,29.3,27,91,12.5,1008.3,504,411,107,45.05,0.4635792,
2026-02-17T17:00,28.3,29,73,14,1008.8,182,60,116,33.9875,0.1754571,
2026-02-17T18:00,26.8,35,100,13.5,1009.7,30,34,28,27.7375,0.0296715,
2026-02-17T19:00,25.5,40,100,15.9,1011,0,0,0,25.5,0,
2026-02-17T20:00,24.3,44,91,12.8,1011.7,0,0,0,24.3,0,
2026-02-17T21:00,23.4,47,100,6.6,1012.7,0,0,0,23.4,0,
2026-02-17T22:00,22.7,53,97,4.4,1012.7,0,0,0,22.7,0,
2026-02-17T23:00,22.7,69,100,6.8,1012.8,0,0,0,22.7,0,
2026-02-18T00:00,22.1,69,100,8.4,1012.1,0,0,0,22.1,0,
2026-02-18T01:00,21.7,68,100,9.4,1011.8,0,0,0,21.7,0,
2026-02-18T02:00,21.4,68,100,9.4,1011.3,0,0,0,21.4,0,
2026-02-18T03:00,21.1,68,100,9.8,1011.2,0,0,0,21.1,0,
2026-02-18T04:00,21,67,100,10.3,1011.2,0,0,0,21,0,
2026-02-18T05:00,21.4,68,100,11.4,1011.5,0,0,0,21.4,0,
2026-02-18T06:00,21.3,69,52,10.4,1012.2,0,0,0,21.3,0,
2026-02-18T07:00,21.4,68,13,10,1013.2,17,12,20,21.93125,0.017208675,
2026-02-18T08:00,22.6,61,38,10,1013.8,107,162,81,25.94375,0.106596075,
2026-02-18T09:00,23.5,48,59,10.1,1014,230,398,104,30.6875,0.2247675,
2026-02-18T10:00,25.1,39,18,10.4,1013.6,484,598,112,40.225,0.4545244,
2026-02-18T11:00,26.5,35,5,13,1012.6,660,748,121,47.125,0.60159,
2026-02-18T12:00,27.1,31,24,13.2,1011.8,671,794,139,48.06875,0.609083475,
2026-02-18T13:00,27.8,30,95,13.4,1010.6,678,731,182,48.9875,0.6129459,
2026-02-18T14:00,28.5,33,87,12,1009.5,644,303,311,48.625,0.583142,
2026-02-18T15:00,28.4,34,90,14.7,1008.8,492,227,296,43.775,0.4550508,
2026-02-18T16:00,28,40,68,17.4,1008.9,363,115,223,39.34375,0.342172875,
2026-02-18T17:00,27.2,42,97,15.2,1009.1,171,131,101,32.54375,0.165840075,
2026-02-18T18:00,26,47,37,14.4,1009.7,50,24,31,27.5625,0.0494875,
2026-02-18T19:00,24.7,52,8,10.4,1010.8,0,0,0,24.7,0,
2026-02-18T20:00,24,58,9,8.2,1011.4,0,0,0,24,0,
2026-02-18T21:00,23.8,62,1,5.9,1012.4,0,0,0,23.8,0,
2026-02-18T22:00,23.3,65,3,3.6,1012.6,0,0,0,23.3,0,
2026-02-18T23:00,23,67,20,5.4,1012.6,0,0,0,23,0,
2026-02-19T00:00,22.4,71,43,5.1,1012.1,0,0,0,22.4,0,
2026-02-19T01:00,22.1,75,74,4.6,1011.7,0,0,0,22.1,0,
2026-02-19T02:00,21.8,77,32,5.1,1011.4,0,0,0,21.8,0,
2026-02-19T03:00,21.6,78,47,4.3,1011.1,0,0,0,21.6,0,
2026-02-19T04:00,21.5,78,25,4.7,1011.1,0,0,0,21.5,0,
2026-02-19T05:00,21.3,77,98,7.6,1011.6,0,0,0,21.3,0,
2026-02-19T06:00,21.1,76,58,7.7,1012.5,0,0,0,21.1,0,
2026-02-19T07:00,21.7,73,2,9.4,1013.3,47,18,24,23.16875,0.047344275,
2026-02-19T08:00,23.8,64,7,12.1,1013.7,243,156,89,31.39375,0.236785275,
2026-02-19T09:00,25.3,53,3,12.6,1013.8,447,358,113,39.26875,0.421487475,
2026-02-19T10:00,26.4,45,6,13.1,1013.8,601,516,147,45.18125,0.552484275,
2026-02-19T11:00,28.5,38,36,15.2,1012.9,690,705,138,50.0625,0.6208275,
2026-02-19T12:00,29.6,33,48,14.7,1011.7,840,707,180,55.85,0.736344,
2026-02-19T13:00,30.7,29,62,14.1,1010.4,845,588,225,57.10625,0.736480875,
2026-02-19T14:00,31.2,27,58,17.7,1008.9,809,464,243,56.48125,0.707126675,
2026-02-19T15:00,31.3,29,30,19.5,1008.3,695,401,180,53.01875,0.617107875,
2026-02-19T16:00,30.8,32,22,18.2,1008.6,520,313,128,47.05,0.474136,
2026-02-19T17:00,29.8,35,21,18.7,1009,287,178,85,38.76875,0.271193475,
2026-02-19T18:00,27.7,38,65,13,1009.8,66,33,27,29.7625,0.0647427,
2026-02-19T19:00,26,42,98,14.7,1011,0,0,0,26,0,
2026-02-19T20:00,25.1,48,96,14.8,1012,0,0,0,25.1,0,
2026-02-19T21:00,24.4,54,100,11.5,1012.9,0,0,0,24.4,0,
2026-02-19T22:00,23.8,57,98,10.2,1013.4,0,0,0,23.8,0,
2026-02-19T23:00,23.7,60,100,9.7,1013.4,0,0,0,23.7,0,
2026-02-20T00:00,22.9,62,99,7.3,1013,0,0,0,22.9,0,
2026-02-20T01:00,22.5,67,100,7,1012.4,0,0,0,22.5,0,
2026-02-20T02:00,22,69,100,5.6,1011.7,0,0,0,22,0,
2026-02-20T03:00,21.6,72,100,3.8,1011.5,0,0,0,21.6,0,
2026-02-20T04:00,21.3,74,99,3.4,1011.7,0,0,0,21.3,0,
2026-02-20T05:00,21.5,79,89,3.7,1011.9,0,0,0,21.5,0,
2026-02-20T06:00,21.6,79,13,3.8,1012.5,0,0,0,21.6,0,
2026-02-20T07:00,22.4,73,43,4.9,1013.2,52,27,23,24.025,0.0522028,
2026-02-20T08:00,24.3,55,99,7.2,1013.8,258,185,74,32.3625,0.2504019,
2026-02-20T09:00,26.2,41,98,12.5,1014,490,342,136,41.5125,0.4576355,
2026-02-20T10:00,27.5,37,60,14,1013.9,636,528,157,47.375,0.579078,
2026-02-20T11:00,28.6,34,100,18.2,1013.1,681,714,138,49.88125,0.613223475,
2026-02-20T12:00,29.4,38,86,20.2,1011.9,648,277,284,49.65,0.5841072,
2026-02-20T13:00,30.4,40,48,17.8,1010.6,704,203,345,52.4,0.6268416,
2026-02-20T14:00,30.5,46,58,20,1009.7,642,416,232,50.5625,0.5763555,
2026-02-20T15:00,30,47,94,22.9,1008.9,524,309,221,46.375,0.479198,
2026-02-20T16:00,29.6,52,94,9.7,1009.1,423,192,157,42.81875,0.392850675,
2026-02-20T17:00,27.8,54,98,14.8,1009.7,211,108,89,34.39375,0.203071675,
2026-02-20T18:00,26.2,53,100,13.5,1010.3,41,27,29,27.48125,0.040593075,
2026-02-20T19:00,25.2,57,66,11.7,1011.4,0,0,0,25.2,0,
2026-02-20T20:00,24.4,61,65,11,1012.3,0,0,0,24.4,0,
2026-02-20T21:00,23.9,63,27,7.7,1012.9,0,0,0,23.9,0,
2026-02-20T22:00,23.4,67,43,6.2,1012.8,0,0,0,23.4,0,
2026-02-20T23:00,23.5,73,18,6.4,1013,0,0,0,23.5,0,
2026-02-21T00:00,23.2,73,19,5.9,1012.2,0,0,0,23.2,0,
2026-02-21T01:00,22.9,76,100,6.3,1011.5,0,0,0,22.9,0,
2026-02-21T02:00,22.7,80,99,4,1010.7,0,0,0,22.7,0,
2026-02-21T03:00,22.5,85,100,3,1010.2,0,0,0,22.5,0,
2026-02-21T04:00,22.4,88,100,5.3,1009.7,0,0,0,22.4,0,
2026-02-21T05:00,22.5,85,100,5.2,1009.7,0,0,0,22.5,0,
2026-02-21T06:00,21.9,84,5,6.6,1010.8,0,0,0,21.9,0,
2026-02-21T07:00,22.5,75,11,7.7,1011.3,56,26,23,24.25,0.056168,
2026-02-21T08:00,24.8,60,34,8.4,1011.6,272,182,75,33.3,0.2629696,
2026-02-21T09:00,26.4,49,29,8.8,1011.8,507,396,100,42.24375,0.472029675,
2026-02-21T10:00,27.7,41,5,10.2,1011.4,629,587,117,47.35625,0.572751675,
2026-02-21T11:00,29.9,36,67,14.1,1010.7,679,724,129,51.11875,0.608061475,
2026-02-21T12:00,31.2,36,93,13.1,1009,845,547,229,57.60625,0.734790875,
2026-02-21T13:00,32,34,91,12.4,1007.8,767,561,242,55.96875,0.671987875,
2026-02-21T14:00,32.5,34,73,12.8,1006.2,766,279,347,56.4375,0.6696755,
2026-02-21T15:00,32.3,34,96,13.5,1005,591,203,257,50.76875,0.530082675,
2026-02-21T16:00,31.4,39,98,12.2,1005.5,370,189,147,42.9625,0.3434155,
2026-02-21T17:00,30.9,35,98,15.3,1005.8,183,89,94,36.61875,0.174495075,
2026-02-21T18:00,28.3,39,100,9.9,1006.7,27,14,30,29.14375,0.026552475,
2026-02-21T19:00,26.8,55,100,13.9,1008.9,0,0,0,26.8,0,
2026-02-21T20:00,25.3,91,100,11,1010.5,0,0,0,25.3,0,
2026-02-21T21:00,24.9,85,100,10.8,1011.2,0,0,0,24.9,0,
2026-02-21T22:00,24.4,86,100,3.8,1011,0,0,0,24.4,0,
2026-02-21T23:00,24,84,100,1.1,1010.4,0,0,0,24,0,
2026-02-22T00:00,23.3,86,100,0.3,1009.7,0,0,0,23.3,0,
2026-02-22T01:00,23,90,100,2.2,1009.3,0,0,0,23,0,
2026-02-22T02:00,22.8,88,100,2.2,1008.8,0,0,0,22.8,0,
2026-02-22T03:00,22.6,88,100,2.9,1008.4,0,0,0,22.6,0,
2026-02-22T04:00,22.3,87,99,1.8,1008.3,0,0,0,22.3,0,
2026-02-22T05:00,22.2,84,100,0.7,1008.8,0,0,0,22.2,0,
2026-02-22T06:00,21.9,82,100,1.2,1009.4,0,0,0,21.9,0,
2026-02-22T07:00,22.3,75,100,1.2,1010,43,7,32,23.64375,0.043233275,
2026-02-22T08:00,25,69,100,2.9,1010.5,225,88,123,32.03125,0.218671875,
2026-02-22T09:00,26.2,59,100,1.5,1010.4,440,227,202,39.95,0.413688,
2026-02-22T10:00,27.8,49,100,1.8,1009.7,656,466,182,48.3,0.5948608,
2026-02-22T11:00,29.4,46,41,2.8,1009,768,645,180,53.4,0.6807552,
2026-02-22T12:00,30.6,38,61,5.1,1007.5,796,708,134,55.475,0.6989676,
2026-02-22T13:00,30.9,35,56,6.3,1006,752,692,175,54.4,0.6635648,
2026-02-22T14:00,30.9,32,27,8.3,1004.2,586,672,148,49.2125,0.5292459,
2026-02-22T15:00,30.2,30,64,7.1,1003.4,388,534,130,42.325,0.3611116,
2026-02-22T16:00,28.6,28,93,6.1,1003.5,226,291,142,35.6625,0.2163611,
2026-02-22T17:00,28.2,80,51,20.3,1005.3,59,102,92,30.04375,0.057809675,
2026-02-22T18:00,26.6,69,19,6.8,1006.5,11,24,31,26.94375,0.010914475,
2026-02-22T19:00,26,66,86,4,1007.7,0,0,0,26,0,
2026-02-22T20:00,25.2,70,84,3.1,1008.8,0,0,0,25.2,0,
2026-02-22T21:00,24.3,73,98,1.6,1009.5,0,0,0,24.3,0,
2026-02-22T22:00,23.9,81,100,10.1,1010.4,0,0,0,23.9,0,
2026-02-22T23:00,23.4,91,93,3,1010.5,0,0,0,23.4,0,
2026-02-23T00:00,23.1,92,65,5.9,1010,0,0,0,23.1,0,
2026-02-23T01:00,22.7,90,56,3.5,1009.2,0,0,0,22.7,0,
2026-02-23T02:00,22.3,92,33,5.6,1008.7,0,0,0,22.3,0,
2026-02-23T03:00,22,94,43,1.9,1008.7,0,0,0,22,0,
2026-02-23T04:00,21.9,94,16,6.1,1008.4,0,0,0,21.9,0,
2026-02-23T05:00,22.1,95,27,1.9,1008.9,0,0,0,22.1,0,
2026-02-23T06:00,21.9,95,16,2.2,1009.4,0,0,0,21.9,0,
2026-02-23T07:00,22.6,88,14,4.4,1010,51,24,24,24.19375,0.051164475,
2026-02-23T08:00,24.9,70,4,4.9,1010.6,266,171,78,33.2125,0.2572619,
2026-02-23T09:00,26.3,56,6,5.1,1010.9,514,373,109,42.3625,0.4783027,
2026-02-23T10:00,27.8,45,5,3.1,1010.5,690,574,122,49.3625,0.6227595,
2026-02-23T11:00,29.9,32,9,6.8,1009.5,851,723,132,56.49375,0.743795275,
2026-02-23T12:00,31.2,24,6,8.9,1008,935,774,142,60.41875,0.802533875,
2026-02-23T13:00,32.2,23,4,12,1006.2,943,817,128,61.66875,0.804685475,
2026-02-23T14:00,32.2,22,100,10.5,1004.7,691,759,120,53.79375,0.611414075,
2026-02-23T15:00,31.1,28,100,18.2,1004.3,458,251,222,45.4125,0.4206043,
2026-02-23T16:00,30.1,31,36,18.7,1004.6,347,102,163,40.94375,0.324870075,
2026-02-23T17:00,29.9,31,100,15.3,1004.7,170,126,95,35.2125,0.1630555,
2026-02-23T18:00,29,35,100,13.9,1005.8,38,0,23,30.1875,0.0372115,
2026-02-23T19:00,28,37,100,9.2,1006.8,0,0,0,28,0,
2026-02-23T20:00,27,51,5,14.8,1008.1,0,0,0,27,0,
2026-02-23T21:00,26.3,71,9,6.5,1009.7,0,0,0,26.3,0,
2026-02-23T22:00,25.7,73,2,7.7,1009.9,0,0,0,25.7,0,
2026-02-23T23:00,24.8,75,14,3.4,1009.9,0,0,0,24.8,0,
2026-02-24T00:00,24.2,74,16,1.8,1009.3,0,0,0,24.2,0,
2026-02-24T01:00,23.6,76,15,1.2,1008.4,0,0,0,23.6,0,
2026-02-24T02:00,23,81,13,1.5,1007.8,0,0,0,23,0,
2026-02-24T03:00,22.7,83,3,0.3,1007.8,0,0,0,22.7,0,
2026-02-24T04:00,22.3,87,2,0.5,1008,0,0,0,22.3,0,
2026-02-24T05:00,21.5,92,18,2.5,1008.8,0,0,0,21.5,0,
2026-02-24T06:00,21.1,91,18,1,1009.9,0,0,0,21.1,0,
2026-02-24T07:00,22.1,85,26,1.5,1010.9,59,25,26,23.94375,0.059249275,
2026-02-24T08:00,25.3,74,16,4.8,1011.4,272,169,86,33.8,0.2624256,
2026-02-24T09:00,26.7,63,14,4.7,1011.7,427,304,133,40.04375,0.401305275,
2026-02-24T10:00,27.9,52,16,6.5,1011.5,582,520,146,46.0875,0.5329083,
2026-02-24T11:00,29.4,51,40,8.2,1010.8,717,632,161,51.80625,0.640119675,
2026-02-24T12:00,30.2,44,46,8.3,1009.4,849,628,183,56.73125,0.741240675,
2026-02-24T13:00,30.6,36,27,9,1008,828,613,186,56.475,0.7237548,
2026-02-24T14:00,31.1,34,41,11.4,1006.9,804,513,202,56.225,0.7035804,
2026-02-24T15:00,30.9,33,52,13.7,1006.5,662,553,128,51.5875,0.5915963,
2026-02-24T16:00,29.9,36,55,15,1006.6,371,250,142,41.49375,0.346523275,
2026-02-24T17:00,28.8,34,48,10.5,1006.8,180,104,108,34.425,0.173214,
2026-02-24T18:00,26.2,40,31,12,1007.7,22,28,29,26.8875,0.0218339,
2026-02-24T19:00,25.6,42,52,5.4,1009.1,0,0,0,25.6,0,
2026-02-24T20:00,24.8,63,38,8.7,1010.9,0,0,0,24.8,0,
2026-02-24T21:00,24.4,70,12,6.1,1011.8,0,0,0,24.4,0,
2026-02-24T22:00,23.7,74,34,6.1,1012.1,0,0,0,23.7,0,
2026-02-24T23:00,23.5,75,30,5.2,1011.7,0,0,0,23.5,0,
2026-02-25T00:00,23.1,74,36,1.7,1011.5,0,0,0,23.1,0,
2026-02-25T01:00,22.6,78,69,1.4,1010.8,0,0,0,22.6,0,
2026-02-25T02:00,22.2,82,35,0.2,1010.3,0,0,0,22.2,0,
2026-02-25T03:00,21.9,85,100,1.9,1010,0,0,0,21.9,0,
2026-02-25T04:00,21.7,88,98,2,1010.3,0,0,0,21.7,0,
2026-02-25T05:00,21.7,89,88,2.2,1010.6,0,0,0,21.7,0,
2026-02-25T06:00,21.6,85,93,2.2,1011.4,0,0,0,21.6,0,
2026-02-25T07:00,22.6,74,88,3.7,1012.2,60,22,28,24.475,0.060126,
