time,temperature_2m (°C),relative_humidity,cloudcover,windspeed_10m,pressure_msl,shortwave_radiation (W/m²),direct_radiation,diffuse_radiaton,Cell_Temp (°C),Solar_Power (kW),
2026-01-29T03:00,19.4,90,13,3.9,1013.8,0,0,0,19.4,0,
2026-01-29T04:00,19.1,91,16,4.1,1014,0,0,0,19.1,0,
2026-01-29T05:00,18.9,90,24,4.2,1014.2,0,0,0,18.9,0,
2026-01-29T06:00,18.7,90,48,4.6,1015,0,0,0,18.7,0,
2026-01-29T07:00,19.2,85,51,7.3,1016,42,17,21,20.5125,0.0427539,
2026-01-29T08:00,22,72,2,8.5,1016.7,237,132,88,29.40625,0.232822875,
2026-01-29T09:00,23.4,62,7,11.9,1017.1,447,352,112,37.36875,0.424884675,
2026-01-29T10:00,24.9,55,5,11.5,1016.4,669,529,128,45.80625,0.613322475,
2026-01-29T11:00,26.8,48,3,12.7,1015.5,840,708,124,53.05,0.745752,
2026-01-29T12:00,27.9,42,28,13.4,1014.5,945,795,123,57.43125,0.822409875,
2026-01-29T13:00,28.8,40,2,12.6,1013,952,791,125,58.55,0.8242416,
2026-01-29T14:00,29.1,39,1,11.3,1011.7,876,725,119,56.475,0.7657116,
2026-01-29T15:00,29.1,37,1,10.9,1011.1,724,596,105,51.725,0.6466044,
2026-01-29T16:00,28.6,37,1,12.9,1011.3,512,405,92,44.6,0.4718592,
2026-01-29T17:00,27.7,41,0,13.1,1011.6,269,191,70,36.10625,0.257049675,
2026-01-29T18:00,25.4,47,1,11.1,1012.2,51,29,22,26.99375,0.050593275,
2026-01-29T19:00,23.7,52,0,12.1,1013.4,0,0,0,23.7,0,
2026-01-29T20:00,23.1,56,0,8.4,1014.4,0,0,0,23.1,0,
2026-01-29T21:00,22.7,61,0,5.8,1015.3,0,0,0,22.7,0,
2026-01-29T22:00,22.1,64,0,5.4,1015.6,0,0,0,22.1,0,
2026-01-29T23:00,21.7,67,17,5.7,1016,0,0,0,21.7,0,
2026-01-30T00:00,21.2,72,9,5.1,1015.8,0,0,0,21.2,0,
2026-01-30T01:00,20,77,18,4.7,1015.3,0,0,0,20,0,
2026-01-30T02:00,19.2,81,24,4.4,1014.9,0,0,0,19.2,0,
2026-01-30T03:00,18.4,85,26,4.5,1015,0,0,0,18.4,0,
2026-01-30T04:00,17.8,87,0,4.1,1015.2,0,0,0,17.8,0,
2026-01-30T05:00,17.8,89,0,3.1,1015,0,0,0,17.8,0,
2026-01-30T06:00,17.8,89,0,3.4,1015.7,0,0,0,17.8,0,
2026-01-30T07:00,18.7,85,0,4,1016.8,46,22,19,20.1375,0.0468947,
2026-01-30T08:00,22.2,73,0,4.9,1017.5,259,176,68,30.29375,0.253515675,
2026-01-30T09:00,24,63,3,6.4,1017.8,494,391,92,39.4375,0.4654715,
2026-01-30T10:00,25.7,52,2,5.7,1017.3,688,583,108,47.2,0.6269056,
2026-01-30T11:00,27.2,46,9,8.2,1016.4,849,716,122,53.73125,0.751428675,
2026-01-30T12:00,28.4,40,0,9.2,1015.2,946,779,134,57.9625,0.8212699,
2026-01-30T13:00,29.1,37,0,10.5,1013.4,954,799,123,58.9125,0.8245899,
2026-01-30T14:00,29.4,34,2,10.4,1011.9,872,724,121,56.65,0.7616048,
2026-01-30T15:00,29.4,32,2,10.9,1011,717,597,107,51.80625,0.640119675,
2026-01-30T16:00,29,30,0,12.1,1011.2,513,407,94,45.03125,0.471895875,
2026-01-30T17:00,28,33,0,12.7,1011.6,274,199,68,36.5625,0.2613275,
2026-01-30T18:00,25.8,39,0,11.7,1012.4,53,30,22,27.45625,0.052479275,
2026-01-30T19:00,23.8,49,0,10.4,1013.8,0,0,0,23.8,0,
2026-01-30T20:00,22.7,58,0,5.6,1014.8,0,0,0,22.7,0,
2026-01-30T21:00,21.9,64,0,4.5,1015.5,0,0,0,21.9,0,
2026-01-30T22:00,21.2,66,0,3.4,1015.7,0,0,0,21.2,0,
2026-01-30T23:00,20.6,70,0,4.6,1015.8,0,0,0,20.6,0,
2026-01-31T00:00,19.8,74,0,4.2,1015.2,0,0,0,19.8,0,
2026-01-31T01:00,19.1,77,0,4,1014.9,0,0,0,19.1,0,
2026-01-31T02:00,18.7,79,0,3.8,1014.3,0,0,0,18.7,0,
2026-01-31T03:00,18.7,81,4,3.4,1013.8,0,0,0,18.7,0,
2026-01-31T04:00,18.5,83,0,2.6,1014.1,0,0,0,18.5,0,
2026-01-31T05:00,18.3,82,34,3.1,1014.5,0,0,0,18.3,0,
2026-01-31T06:00,18.1,83,0,3.8,1015.2,0,0,0,18.1,0,
2026-01-31T07:00,19.1,80,0,5.8,1016.4,46,21,19,20.5375,0.0468211,
2026-01-31T08:00,21.9,66,1,5.7,1017.1,256,170,69,29.9,0.2509824,
2026-01-31T09:00,23.6,58,0,4.9,1017.4,496,381,93,39.1,0.4680256,
2026-01-31T10:00,25.3,50,1,4,1017,693,571,108,46.95625,0.632137275,
2026-01-31T11:00,27.1,41,100,7.8,1016.1,844,713,116,53.475,0.7478684,
2026-01-31T12:00,28.1,35,66,10.9,1014.8,930,789,120,57.1625,0.8103555,
2026-01-31T13:00,28.9,33,69,11.8,1013.7,938,795,118,58.2125,0.8133867,
2026-01-31T14:00,29.3,30,91,10.3,1012.1,865,726,115,56.33125,0.756593875,
2026-01-31T15:00,29.2,29,88,11.5,1011.6,719,593,105,51.66875,0.642300675,
2026-01-31T16:00,28.6,28,63,15.1,1011.6,512,407,91,44.6,0.4718592,
2026-01-31T17:00,27.6,28,90,13.6,1011.7,271,195,69,36.06875,0.259001475,
2026-01-31T18:00,25.2,35,93,11.8,1012.2,53,15,28,26.85625,0.052606475,
2026-01-31T19:00,23.4,44,91,10.7,1013.2,0,0,0,23.4,0,
2026-01-31T20:00,22.9,50,27,11.2,1014.2,0,0,0,22.9,0,
2026-01-31T21:00,22.7,56,42,8,1015.2,0,0,0,22.7,0,
2026-01-31T22:00,22.6,60,5,6.4,1015.4,0,0,0,22.6,0,
2026-01-31T23:00,23.1,61,99,6.6,1014.9,0,0,0,23.1,0,
2026-02-01T00:00,22.9,64,86,5.1,1014.6,0,0,0,22.9,0,
2026-02-01T01:00,22,69,95,4.4,1014,0,0,0,22,0,
2026-02-01T02:00,21.3,71,97,4.6,1013.3,0,0,0,21.3,0,
2026-02-01T03:00,21.6,74,93,4.7,1013,0,0,0,21.6,0,
2026-02-01T04:00,21.6,77,96,5.3,1013.3,0,0,0,21.6,0,
2026-02-01T05:00,21.6,77,86,4.6,1013.2,0,0,0,21.6,0,
2026-02-01T06:00,21.2,76,79,4.6,1014.2,0,0,0,21.2,0,
2026-02-01T07:00,21.6,71,91,5.5,1015.4,31,17,19,22.56875,0.031301475,
2026-02-01T08:00,23.1,65,95,8.3,1016.4,156,81,79,27.975,0.1541436,
2026-02-01T09:00,24.1,60,99,9.6,1016.9,266,162,138,32.4125,0.2581131,
2026-02-01T10:00,24.9,53,100,8,1016.8,388,110,273,37.025,0.3693372,
2026-02-01T11:00,26.2,56,62,8.7,1016.3,576,215,329,44.2,0.5317632,
2026-02-01T12:00,27.3,49,52,12,1015.2,679,357,324,48.51875,0.615123075,
2026-02-01T13:00,28.3,46,100,13.4,1013.7,796,388,240,53.175,0.7062908,
2026-02-01T14:00,28.1,47,31,13.5,1012.3,551,216,295,45.31875,0.506217475,
2026-02-01T15:00,28.2,47,44,14,1011.7,463,360,185,42.66875,0.430277475,
2026-02-01T16:00,27.8,56,59,15.2,1012,378,270,128,39.6125,0.3559059,
2026-02-01T17:00,27.2,66,73,2.8,1012.8,206,113,92,33.6375,0.1988827,
2026-02-01T18:00,25.7,82,56,3.2,1013.5,43,16,25,27.04375,0.042648475,
2026-02-01T19:00,24.9,92,30,2.9,1014.3,0,0,0,24.9,0,
2026-02-01T20:00,24.4,87,49,7,1015.2,0,0,0,24.4,0,
2026-02-01T21:00,23.7,83,40,10.3,1015.9,0,0,0,23.7,0,
2026-02-01T22:00,22.9,85,73,13.5,1016.2,0,0,0,22.9,0,
2026-02-01T23:00,22.6,87,42,11.2,1015.8,0,0,0,22.6,0,
2026-02-02T00:00,22.3,88,42,11.2,1015.6,0,0,0,22.3,0,
2026-02-02T01:00,22,90,10,10.1,1014.7,0,0,0,22,0,
2026-02-02T02:00,21.7,94,12,6.6,1014.2,0,0,0,21.7,0,
2026-02-02T03:00,21.5,97,58,4.7,1013.9,0,0,0,21.5,0,
2026-02-02T04:00,21.4,98,9,4,1014,0,0,0,21.4,0,
2026-02-02T05:00,21.4,93,100,5.1,1014.6,0,0,0,21.4,0,
2026-02-02T06:00,21.3,89,16,7.4,1015.1,0,0,0,21.3,0,
2026-02-02T07:00,21.6,84,100,8.3,1016.1,37,9,17,22.75625,0.037332075,
2026-02-02T08:00,23.2,74,100,10,1016.6,215,34,87,29.91875,0.210769875,
2026-02-02T09:00,24.6,63,100,11.1,1016.7,408,92,185,37.35,0.3878448,
2026-02-02T10:00,26.1,54,99,10.9,1015.9,597,218,261,44.75625,0.549822075,
2026-02-02T11:00,27.8,46,43,12.5,1015,789,426,267,52.45625,0.702348075,
2026-02-02T12:00,28.9,43,69,12.4,1013.7,918,713,164,57.5875,0.7983387,
2026-02-02T13:00,29.8,38,90,14.7,1012,925,671,172,58.70625,0.800286875,
2026-02-02T14:00,30,36,61,14.6,1010.7,848,536,196,56.5,0.741152,
2026-02-02T15:00,29.8,36,41,17.2,1010.2,697,502,145,51.58125,0.622891475,
2026-02-02T16:00,29.1,36,11,16.2,1010.3,491,365,108,44.44375,0.452812475,
2026-02-02T17:00,28.2,37,54,16,1010.7,251,179,76,36.04375,0.239912075,
2026-02-02T18:00,26.5,46,100,15.3,1011.9,44,22,23,27.875,0.043494,
2026-02-02T19:00,25.6,50,79,12.2,1013.1,0,0,0,25.6,0,
2026-02-02T20:00,24.8,55,87,12.2,1014.2,0,0,0,24.8,0,
2026-02-02T21:00,24.2,63,84,11.9,1015.4,0,0,0,24.2,0,
2026-02-02T22:00,23.6,70,73,10.8,1015.7,0,0,0,23.6,0,
2026-02-02T23:00,23.3,71,84,8.5,1015.9,0,0,0,23.3,0,
2026-02-03T00:00,22.7,69,83,9.7,1015.5,0,0,0,22.7,0,
2026-02-03T01:00,22.1,70,83,8,1015.2,0,0,0,22.1,0,
2026-02-03T02:00,21.6,73,98,6.5,1014.7,0,0,0,21.6,0,
2026-02-03T03:00,21,76,82,6.1,1014.5,0,0,0,21,0,
2026-02-03T04:00,20.7,79,95,5.5,1014.8,0,0,0,20.7,0,
2026-02-03T05:00,20.4,79,48,6.4,1015,0,0,0,20.4,0,
2026-02-03T06:00,20,81,9,6.2,1015.8,0,0,0,20,0,
2026-02-03T07:00,20.5,79,46,7.4,1017.2,40,20,20,21.75,0.04052,
2026-02-03T08:00,22.3,68,7,8.3,1017.4,218,170,69,29.1125,0.2144139,
2026-02-03T09:00,23.9,58,0,8.4,1017.4,417,383,93,36.93125,0.397098675,
2026-02-03T10:00,25.5,46,0,8,1016.7,613,574,108,44.65625,0.564802875,
2026-02-03T11:00,27.1,44,25,10.2,1015.9,796,717,117,51.975,0.7101116,
2026-02-03T12:00,28.2,39,43,10.6,1014.7,912,787,124,56.7,0.7963584,
2026-02-03T13:00,28.9,35,39,11.2,1013.4,908,766,130,57.275,0.7907772,
2026-02-03T14:00,29.3,32,36,11.1,1012.3,835,648,155,55.39375,0.733484875,
2026-02-03T15:00,29.1,31,56,13,1011.6,691,553,138,50.69375,0.619982475,
2026-02-03T16:00,28.5,31,5,14.4,1011.5,484,392,108,43.625,0.447942,
2026-02-03T17:00,27.5,33,5,14.7,1012.1,249,201,69,35.28125,0.238759875,
2026-02-03T18:00,26,41,5,11.3,1012.9,45,32,24,27.40625,0.044566875,
2026-02-03T19:00,25.2,49,59,9,1013.7,0,0,0,25.2,0,
2026-02-03T20:00,24.5,53,94,7.8,1014.5,0,0,0,24.5,0,
2026-02-03T21:00,23.6,56,100,5.8,1015.1,0,0,0,23.6,0,
2026-02-03T22:00,22.6,61,16,6,1015.4,0,0,0,22.6,0,
2026-02-03T23:00,22.1,66,44,6.6,1015.4,0,0,0,22.1,0,
2026-02-04T00:00,21.2,71,70,8.4,1015.4,0,0,0,21.2,0,
2026-02-04T01:00,20.5,76,99,9.4,1014.9,0,0,0,20.5,0,
2026-02-04T02:00,20.2,77,100,9.5,1014.3,0,0,0,20.2,0,
2026-02-04T03:00,20.1,77,62,10.1,1014.1,0,0,0,20.1,0,
2026-02-04T04:00,19.8,81,12,7.8,1014,0,0,0,19.8,0,
2026-02-04T05:00,19.7,84,6,6.7,1014.7,0,0,0,19.7,0,
2026-02-04T06:00,19.2,84,5,6.5,1015.3,0,0,0,19.2,0,
2026-02-04T07:00,19.7,81,3,6.4,1016.1,47,20,21,21.16875,0.047720275,
2026-02-04T08:00,22,67,0,7.5,1016.7,263,178,69,30.21875,0.257509875,
2026-02-04T09:00,23.8,50,0,9.6,1017.1,510,397,92,39.7375,0.4799355,
2026-02-04T10:00,25.6,39,0,11.5,1016.4,723,590,106,48.19375,0.655923675,
2026-02-04T11:00,27.1,39,13,13.2,1015.9,881,728,116,54.63125,0.776579475,
2026-02-04T12:00,28.1,37,36,14,1014.6,960,713,173,58.1,0.832896,
2026-02-04T13:00,28.4,32,79,15,1013.3,904,665,175,56.65,0.7895536,
2026-02-04T14:00,29,30,80,16.2,1012,847,645,156,55.46875,0.743771875,
2026-02-04T15:00,29,30,81,16.3,1011.5,713,542,127,51.28125,0.638045875,
2026-02-04T16:00,28.5,28,6,16.1,1011.2,514,394,96,44.5625,0.4737795,
2026-02-04T17:00,27.6,33,5,15.1,1011.7,269,195,71,36.00625,0.257157275,
2026-02-04T18:00,25.6,37,3,9.4,1012.3,55,31,24,27.31875,0.054489875,
2026-02-04T19:00,23.8,44,4,7.5,1013.2,0,0,0,23.8,0,
2026-02-04T20:00,23,52,1,8.2,1014.4,0,0,0,23,0,
2026-02-04T21:00,22.3,59,2,7.3,1015.3,0,0,0,22.3,0,
2026-02-04T22:00,22.4,63,3,8.9,1015.7,0,0,0,22.4,0,
2026-02-04T23:00,22.2,69,13,10,1015.2,0,0,0,22.2,0,
2026-02-05T00:00,21.6,75,9,9.6,1014.9,0,0,0,21.6,0,
2026-02-05T01:00,21.2,80,11,8.5,1014.3,0,0,0,21.2,0,
2026-02-05T02:00,21.1,84,13,7.3,1013.9,0,0,0,21.1,0,
2026-02-05T03:00,20.9,86,30,8.6,1013.5,0,0,0,20.9,0,
2026-02-05T04:00,20.6,88,9,6.4,1013.6,0,0,0,20.6,0,
2026-02-05T05:00,20.3,88,23,6.8,1013.8,0,0,0,20.3,0,
2026-02-05T06:00,20.2,86,15,7,1014.5,0,0,0,20.2,0,
2026-02-05T07:00,21,81,11,7.2,1015.3,38,18,20,22.1875,0.0384275,
2026-02-05T08:00,23,73,12,8,1016.2,192,138,82,29,0.188928,
2026-02-05T09:00,24.1,61,30,12.9,1016.8,332,312,119,34.475,0.3194172,
2026-02-05T10:00,25.4,56,44,17,1016.6,380,423,170,37.275,0.361342,
2026-02-05T11:00,26.2,51,48,17.6,1016.1,457,540,185,40.48125,0.428700275,
2026-02-05T12:00,26.6,50,59,16.1,1015,537,499,210,43.38125,0.497517075,
2026-02-05T13:00,27.1,49,100,14.6,1014,607,333,267,46.06875,0.555845075,
2026-02-05T14:00,27.9,46,81,13.2,1012.7,588,224,314,46.275,0.5379612,
2026-02-05T15:00,27.6,58,63,15.4,1012.5,547,232,232,44.69375,0.503910075,
2026-02-05T16:00,26.9,51,70,6.8,1012.1,371,252,140,38.49375,0.350975275,
2026-02-05T17:00,26,52,48,14.9,1013.3,194,72,94,32.0625,0.1885195,
2026-02-05T18:00,24.6,57,16,11.3,1014,39,21,24,25.81875,0.038872275,
2026-02-05T19:00,23.6,61,14,9.4,1014.9,0,0,0,23.6,0,
2026-02-05T20:00,23,65,23,8.8,1016.1,0,0,0,23,0,
2026-02-05T21:00,22.4,68,27,8.7,1017.1,0,0,0,22.4,0,
2026-02-05T22:00,22,71,41,7.9,1017.2,0,0,0,22,0,
2026-02-05T23:00,22.2,74,84,7.9,1016.7,0,0,0,22.2,0,
2026-02-06T00:00,22,76,19,7.1,1016.3,0,0,0,22,0,
2026-02-06T01:00,21.7,79,2,6.9,1015.3,0,0,0,21.7,0,
2026-02-06T02:00,21.4,81,2,6.9,1014.8,0,0,0,21.4,0,
2026-02-06T03:00,21.1,83,4,7.3,1014.3,0,0,0,21.1,0,
2026-02-06T04:00,20.9,87,1,6.3,1014.3,0,0,0,20.9,0,
2026-02-06T05:00,20.7,92,0,5.2,1014.5,0,0,0,20.7,0,
2026-02-06T06:00,20.4,92,0,7.6,1015.1,0,0,0,20.4,0,
2026-02-06T07:00,20.7,88,0,9.4,1015.7,42,22,19,22.0125,0.0425019,
2026-02-06T08:00,22.6,70,9,9.3,1016.4,246,172,69,30.2875,0.2407971,
2026-02-06T09:00,24.2,57,27,8.5,1017.1,479,381,95,39.16875,0.451852675,
2026-02-06T10:00,25.8,43,14,8.7,1017,687,576,109,47.26875,0.625805475,
2026-02-06T11:00,27.3,37,34,11.5,1016.1,842,747,107,53.6125,0.7456331,
2026-02-06T12:00,28.3,38,71,11.1,1015.1,931,794,126,57.39375,0.810365675,
2026-02-06T13:00,29,34,62,11.8,1013.6,932,695,161,58.125,0.80851,
2026-02-06T14:00,29.2,32,94,12.6,1012,848,434,219,55.7,0.7438656,
2026-02-06T15:00,29,32,98,12.6,1011.5,685,382,189,50.40625,0.615386875,
2026-02-06T16:00,28.5,33,88,13,1011.6,431,215,151,41.96875,0.401745875,
2026-02-06T17:00,28.3,35,88,12.1,1012.5,212,63,103,34.925,0.2035836,
2026-02-06T18:00,26.6,42,98,9.8,1013.2,42,23,25,27.9125,0.0415107,
2026-02-06T19:00,25.8,49,79,10.3,1013.9,0,0,0,25.8,0,
2026-02-06T20:00,24.9,63,95,13.6,1015,0,0,0,24.9,0,
2026-02-06T21:00,23.9,72,49,8.6,1015.9,0,0,0,23.9,0,
2026-02-06T22:00,23.4,76,18,5.8,1015.7,0,0,0,23.4,0,
2026-02-06T23:00,23.1,78,9,5.6,1015.1,0,0,0,23.1,0,
2026-02-07T00:00,22.2,79,91,5.9,1014.7,0,0,0,22.2,0,
2026-02-07T01:00,21.5,83,95,5.1,1014.2,0,0,0,21.5,0,
2026-02-07T02:00,21,87,66,4.5,1014,0,0,0,21,0,
2026-02-07T03:00,20.5,89,59,4.5,1013.7,0,0,0,20.5,0,
2026-02-07T04:00,20.1,92,73,4.2,1014.1,0,0,0,20.1,0,
2026-02-07T05:00,19.8,95,70,5.2,1014.6,0,0,0,19.8,0,
2026-02-07T06:00,19.4,95,2,6.1,1015.5,0,0,0,19.4,0,
2026-02-07T07:00,19.7,87,5,8.9,1016.4,47,16,21,21.16875,0.047720275,
2026-02-07T08:00,22.5,71,3,9,1016.9,255,119,92,30.46875,0.249421875,
2026-02-07T09:00,24.1,59,6,10.1,1017.1,482,331,118,39.1625,0.4546947,
2026-02-07T10:00,25.5,51,5,10.9,1016.5,677,545,130,46.65625,0.618354875,
2026-02-07T11:00,27.3,43,32,10.7,1015.4,828,710,129,53.175,0.7346844,
2026-02-07T12:00,28.3,38,75,10,1013.9,939,764,150,57.64375,0.816390075,
2026-02-07T13:00,29.2,35,61,10.5,1012.6,950,821,120,58.8875,0.8212275,
2026-02-07T14:00,29.7,35,14,10.5,1011.4,873,717,134,56.98125,0.761321475,
2026-02-07T15:00,29.7,33,16,9.2,1010.8,728,537,140,52.45,0.6480656,
2026-02-07T16:00,29.1,32,29,11.4,1010.7,514,356,119,45.1625,0.4725459,
2026-02-07T17:00,27.8,37,98,14.7,1010.9,240,163,79,35.3,0.230112,
2026-02-07T18:00,26.3,44,43,11.2,1011.9,37,30,27,27.45625,0.036636475,
2026-02-07T19:00,25.3,48,13,7.3,1012.9,0,0,0,25.3,0,
2026-02-07T20:00,24.1,52,7,7.5,1013.8,0,0,0,24.1,0,
2026-02-07T21:00,23.2,58,0,8.7,1014.6,0,0,0,23.2,0,
2026-02-07T22:00,23,66,2,6.7,1014.7,0,0,0,23,0,
2026-02-07T23:00,22.8,71,2,5.7,1014.6,0,0,0,22.8,0,
2026-02-08T00:00,22.2,73,0,5.2,1014.5,0,0,0,22.2,0,
2026-02-08T01:00,21.5,77,1,5.1,1014,0,0,0,21.5,0,
2026-02-08T02:00,20.5,83,2,4.7,1013.5,0,0,0,20.5,0,
2026-02-08T03:00,19.8,87,3,3.7,1013.3,0,0,0,19.8,0,
2026-02-08T04:00,19.6,90,84,3.9,1013.5,0,0,0,19.6,0,
2026-02-08T05:00,18.9,92,59,2.9,1013.5,0,0,0,18.9,0,
2026-02-08T06:00,18.7,93,63,3.8,1014,0,0,0,18.7,0,
2026-02-08T07:00,19.4,85,64,5.4,1014.7,51,25,20,20.99375,0.051817275,
2026-02-08T08:00,23.3,70,77,4.2,1015.6,274,192,66,31.8625,0.2664787,
2026-02-08T09:00,25.6,51,80,6.9,1016.2,522,379,108,41.9125,0.4866867,
2026-02-08T10:00,26.8,36,83,11.7,1016,737,604,104,49.83125,0.663797475,
2026-02-08T11:00,28.2,34,95,12.6,1014.9,892,746,115,56.075,0.7811244,
2026-02-08T12:00,29.2,32,99,13,1013.3,976,818,123,59.7,0.8405312,
2026-02-08T13:00,29.8,30,77,14.1,1011.8,978,826,121,60.3625,0.8396619,
2026-02-08T14:00,30.1,29,15,14,1010.5,895,754,118,58.06875,0.776613875,
2026-02-08T15:00,30.1,28,9,13.6,1009.7,741,624,104,53.25625,0.657248475,
2026-02-08T16:00,29.6,28,2,14.1,1009.7,532,431,91,46.225,0.4868332,
2026-02-08T17:00,28.7,30,91,15.5,1009.9,281,209,71,37.48125,0.266971075,
2026-02-08T18:00,26.3,36,97,10.4,1010.7,59,35,26,28.14375,0.058258075,
2026-02-08T19:00,24.4,43,39,8.7,1011.6,0,0,0,24.4,0,
2026-02-08T20:00,23,49,73,6.5,1013,0,0,0,23,0,
2026-02-08T21:00,22.5,60,54,8.3,1014.1,0,0,0,22.5,0,
2026-02-08T22:00,21.3,73,13,5.8,1014.4,0,0,0,21.3,0,
2026-02-08T23:00,20.6,80,1,3.7,1014.4,0,0,0,20.6,0,
2026-02-09T00:00,20.7,81,63,2.9,1014.3,0,0,0,20.7,0,
2026-02-09T01:00,20.6,83,100,1.8,1013.7,0,0,0,20.6,0,
2026-02-09T02:00,19.8,86,99,0.6,1013.4,0,0,0,19.8,0,
2026-02-09T03:00,19.2,89,98,2.4,1012.6,0,0,0,19.2,0,
2026-02-09T04:00,18.7,93,100,3.4,1012.8,0,0,0,18.7,0,
2026-02-09T05:00,18.2,92,96,3.4,1013.6,0,0,0,18.2,0,
2026-02-09T06:00,18,90,99,3.3,1014.3,0,0,0,18,0,
2026-02-09T07:00,19,83,100,4.5,1015.2,48,21,22,20.5,0.048864,
2026-02-09T08:00,23,64,100,4.6,1016.2,262,175,75,31.1875,0.2555155,
2026-02-09T09:00,24.6,46,100,7.8,1016.6,510,384,104,40.5375,0.4783035,
2026-02-09T10:00,26,36,100,9.1,1016.1,718,578,121,48.4375,0.6506875,
2026-02-09T11:00,27.2,35,100,11.2,1015.3,871,725,128,54.41875,0.768505075,
2026-02-09T12:00,28.2,33,100,10.9,1013.9,945,787,145,57.73125,0.821275875,
2026-02-09T13:00,29,32,100,11.3,1012.4,950,785,148,58.6875,0.8219875,
2026-02-09T14:00,29.4,32,100,11.6,1010.8,860,721,137,56.275,0.752414,
2026-02-09T15:00,29.5,32,100,12.4,1010.2,680,560,138,50.75,0.60996,
2026-02-09T16:00,28.9,32,99,11.4,1010,398,353,123,41.3375,0.3719907,
2026-02-09T17:00,28.2,34,94,10.8,1010.2,203,146,85,34.54375,0.195250475,
2026-02-09T18:00,26.5,38,100,4.4,1010.9,45,26,29,27.90625,0.044476875,
2026-02-09T19:00,25.4,43,98,9.3,1012.2,0,0,0,25.4,0,
2026-02-09T20:00,24.4,49,91,8.7,1013.4,0,0,0,24.4,0,
2026-02-09T21:00,23.4,59,92,10.4,1014.6,0,0,0,23.4,0,
2026-02-09T22:00,22.8,71,100,3.1,1015.2,0,0,0,22.8,0,
2026-02-09T23:00,22.7,75,98,1.5,1015,0,0,0,22.7,0,
2026-02-10T00:00,22.1,76,97,1.7,1014.6,0,0,0,22.1,0,
2026-02-10T01:00,21.4,78,97,1.5,1013.7,0,0,0,21.4,0,
2026-02-10T02:00,20.6,81,100,1.8,1013.3,0,0,0,20.6,0,
2026-02-10T03:00,20,84,98,1.5,1012.9,0,0,0,20,0,
2026-02-10T04:00,19.8,85,100,2.5,1013.2,0,0,0,19.8,0,
2026-02-10T05:00,18.9,85,100,4,1013.5,0,0,0,18.9,0,
2026-02-10T06:00,18.6,80,100,4.5,1014.4,0,0,0,18.6,0,
2026-02-10T07:00,19.3,73,80,5.9,1015,40,11,29,20.55,0.040712,
2026-02-10T08:00,22.2,63,70,6,1015.7,213,165,79,28.85625,0.209714475,
2026-02-10T09:00,23.9,53,100,6.5,1015.7,451,372,110,37.99375,0.427559275,
2026-02-10T10:00,25.3,45,98,8,1015.5,690,562,130,46.8625,0.6296595,
2026-02-10T11:00,27,40,100,11,1014.9,815,683,156,52.46875,0.725451875,
2026-02-10T12:00,28,36,100,12.4,1013.7,940,641,236,57.375,0.81827,
2026-02-10T13:00,28.7,33,100,10.2,1012.2,945,653,233,58.23125,0.819385875,
2026-02-10T14:00,28.6,30,100,9.7,1010.9,744,553,220,51.85,0.6640944,
2026-02-10T15:00,28.2,28,94,11.9,1010.3,526,466,175,44.6375,0.4846827,
2026-02-10T16:00,27.2,29,95,14.1,1010.5,241,346,128,34.73125,0.231619075,
2026-02-10T17:00,26.7,33,53,13.9,1011.2,132,188,76,30.825,0.1289244,
2026-02-10T18:00,25.5,39,3,15.2,1012,21,31,27,26.15625,0.020902875,
2026-02-10T19:00,24.5,42,2,15.4,1013.3,0,0,0,24.5,0,
2026-02-10T20:00,23.6,64,16,18,1014.9,0,0,0,23.6,0,
2026-02-10T21:00,22.8,72,10,9.9,1016.2,0,0,0,22.8,0,
2026-02-10T22:00,22.3,71,13,3.7,1016.6,0,0,0,22.3,0,
2026-02-10T23:00,22.1,70,27,4.4,1016.3,0,0,0,22.1,0,
2026-02-11T00:00,21.2,70,30,5,1016,0,0,0,21.2,0,
2026-02-11T01:00,20.6,68,91,6.5,1015.3,0,0,0,20.6,0,
2026-02-11T02:00,20,71,100,7.2,1014.6,0,0,0,20,0,
2026-02-11T03:00,19.8,74,84,5.3,1014.1,0,0,0,19.8,0,
2026-02-11T04:00,19.7,77,52,4,1014.6,0,0,0,19.7,0,
2026-02-11T05:00,19,77,20,4.9,1014.6,0,0,0,19,0,
2026-02-11T06:00,18.4,75,8,5.4,1015.3,0,0,0,18.4,0,
2026-02-11T07:00,18.6,69,1,6.6,1016.3,37,24,21,19.75625,0.037776075,
2026-02-11T08:00,21.4,61,9,8,1017.4,218,177,74,28.2125,0.2151987,
2026-02-11T09:00,22.8,52,38,12.6,1017.6,395,329,122,35.14375,0.378972875,
2026-02-11T10:00,24.3,42,86,15,1016.8,630,500,156,43.9875,0.5821515,
2026-02-11T11:00,26.4,38,76,15.6,1016,858,614,184,53.2125,0.7611747,
2026-02-11T12:00,27.5,36,100,14.5,1014.4,956,564,256,57.375,0.832198,
2026-02-11T13:00,28.2,32,100,15.5,1013.2,948,485,328,57.825,0.8235276,
2026-02-11T14:00,28.8,30,97,17,1012.1,874,303,358,56.1125,0.7652307,
2026-02-11T15:00,29,28,83,16.7,1011.4,739,325,259,52.09375,0.658910875,
2026-02-11T16:00,28.3,30,71,15.1,1011.7,509,297,170,44.20625,0.469896075,
